Provinsi,Kabupaten,Kecamatan,Bulan,Luas_Tanam,Luas_Panen,Bulan_Angka,Fase_Vegetatif_Est,Fase_Generatif_Est,Fase_Siap_Panen_Est
Jawa Tengah,Banyumas,Kemranjen,Oktober,17.8,1180.49,10,8.49,40.15,160.1
Jawa Tengah,Banyumas,Kemranjen,November,626.92,123.17,11,17.8,8.49,40.15
Jawa Tengah,Banyumas,Kemranjen,Desember,849.61,18.64,12,626.92,17.8,8.49
Jawa Tengah,Banyumas,Lumbir,April,337.58,585.09,4,24.18,68.53,112.09
Jawa Tengah,Banyumas,Lumbir,Mei,416.74,86.86,5,337.58,24.18,68.53
Jawa Tengah,Banyumas,Lumbir,Juni,41.15,76.7,6,416.74,337.58,24.18
Jawa Tengah,Banyumas,Lumbir,Juli,100.21,215.68,7,41.15,416.74,337.58
Jawa Tengah,Banyumas,Lumbir,Agustus,111.85,276.56,8,100.21,41.15,416.74
Jawa Tengah,Banyumas,Lumbir,September,23.94,295.32,9,111.85,100.21,41.15
Jawa Tengah,Banyumas,Lumbir,Oktober,8.45,65.93,10,23.94,111.85,100.21
Jawa Tengah,Banyumas,Lumbir,November,466.33,118.12,11,8.45,23.94,111.85
Jawa Tengah,Banyumas,Lumbir,Desember,453.29,23.49,12,466.33,8.45,23.94
Jawa Tengah,Banyumas,Patikraja,April,87.6,507.0,4,118.77,209.05,282.07
Jawa Tengah,Banyumas,Patikraja,Mei,392.28,276.86,5,87.6,118.77,209.05
Jawa Tengah,Banyumas,Patikraja,Juni,310.17,234.28,6,392.28,87.6,118.77
Jawa Tengah,Banyumas,Patikraja,Juli,242.11,85.81,7,310.17,392.28,87.6
Jawa Tengah,Banyumas,Patikraja,Agustus,181.14,100.32,8,242.11,310.17,392.28
Jawa Tengah,Banyumas,Patikraja,September,57.02,397.97,9,181.14,242.11,310.17
Jawa Tengah,Banyumas,Patikraja,Oktober,49.96,305.88,10,57.02,181.14,242.11
Jawa Tengah,Banyumas,Patikraja,November,187.9,235.45,11,49.96,57.02,181.14
Jawa Tengah,Banyumas,Patikraja,Desember,284.4,147.05,12,187.9,49.96,57.02
Jawa Tengah,Banyumas,Pekuncen,April,155.35,481.6,4,240.8,286.66,379.73
Jawa Tengah,Banyumas,Pekuncen,Mei,242.03,413.64,5,155.35,240.8,286.66
Jawa Tengah,Banyumas,Pekuncen,Juni,420.65,295.2,6,242.03,155.35,240.8
Jawa Tengah,Banyumas,Pekuncen,Juli,248.19,250.24,7,420.65,242.03,155.35
Jawa Tengah,Banyumas,Pekuncen,Agustus,387.3,96.83,8,248.19,420.65,242.03
Jawa Tengah,Banyumas,Pekuncen,September,152.72,275.22,9,387.3,248.19,420.65
Jawa Tengah,Banyumas,Pekuncen,Oktober,156.34,417.17,10,152.72,387.3,248.19
Jawa Tengah,Banyumas,Pekuncen,November,235.69,318.82,11,156.34,152.72,387.3
Jawa Tengah,Banyumas,Pekuncen,Desember,377.84,288.67,12,235.69,156.34,152.72
Jawa Tengah,Banyumas,Purwojati,April,324.05,707.83,4,6.14,50.41,49.06
Jawa Tengah,Banyumas,Purwojati,Mei,518.63,40.55,5,324.05,6.14,50.41
Jawa Tengah,Banyumas,Purwojati,Juni,28.31,40.65,6,518.63,324.05,6.14
Jawa Tengah,Banyumas,Purwojati,Juli,98.52,110.49,7,28.31,518.63,324.05
Jawa Tengah,Banyumas,Purwojati,Agustus,31.43,386.55,8,98.52,28.31,518.63
Jawa Tengah,Banyumas,Purwojati,September,6.08,366.24,9,31.43,98.52,28.31
Jawa Tengah,Banyumas,Purwojati,Oktober,6.66,60.51,10,6.08,31.43,98.52
Jawa Tengah,Banyumas,Purwojati,November,627.42,73.78,11,6.66,6.08,31.43
Jawa Tengah,Banyumas,Purwojati,Desember,403.1,9.27,12,627.42,6.66,6.08
Jawa Tengah,Banyumas,Purwokerto Barat,April,26.39,34.02,4,24.64,13.55,53.42
Jawa Tengah,Banyumas,Purwokerto Barat,Mei,22.94,47.98,5,26.39,24.64,13.55
Jawa Tengah,Banyumas,Purwokerto Barat,Juni,38.06,19.47,6,22.94,26.39,24.64
Jawa Tengah,Banyumas,Purwokerto Barat,Juli,30.66,32.62,7,38.06,22.94,26.39
Jawa Tengah,Banyumas,Purwokerto Barat,Agustus,29.81,16.29,8,30.66,38.06,22.94
Jawa Tengah,Banyumas,Purwokerto Barat,September,20.71,20.4,9,29.81,30.66,38.06
Jawa Tengah,Banyumas,Purwokerto Barat,Oktober,14.01,42.78,10,20.71,29.81,30.66
Jawa Tengah,Banyumas,Purwokerto Barat,November,27.47,29.59,11,14.01,20.71,29.81
Jawa Tengah,Banyumas,Purwokerto Barat,Desember,26.51,23.48,12,27.47,14.01,20.71
Jawa Tengah,Banyumas,Purwokerto Selatan,April,28.89,70.6,4,24.05,23.86,46.49
Jawa Tengah,Banyumas,Purwokerto Selatan,Mei,45.97,44.3,5,28.89,24.05,23.86
Jawa Tengah,Banyumas,Purwokerto Selatan,Juni,59.15,27.78,6,45.97,28.89,24.05
Jawa Tengah,Banyumas,Purwokerto Selatan,Juli,39.77,25.96,7,59.15,45.97,28.89
Jawa Tengah,Banyumas,Purwokerto Selatan,Agustus,23.68,22.19,8,39.77,59.15,45.97
Jawa Tengah,Banyumas,Purwokerto Selatan,September,18.45,50.04,9,23.68,39.77,59.15
Jawa Tengah,Banyumas,Purwokerto Selatan,Oktober,27.75,62.29,10,18.45,23.68,39.77
Jawa Tengah,Banyumas,Purwokerto Selatan,November,39.13,34.06,11,27.75,18.45,23.68
Jawa Tengah,Banyumas,Purwokerto Selatan,Desember,36.71,18.68,12,39.13,27.75,18.45
Jawa Tengah,Banyumas,Purwokerto Timur,April,6.01,20.64,4,11.1,12.48,34.41
Jawa Tengah,Banyumas,Purwokerto Timur,Mei,22.27,31.94,5,6.01,11.1,12.48
Jawa Tengah,Banyumas,Purwokerto Timur,Juni,19.87,13.6,6,22.27,6.01,11.1
Jawa Tengah,Banyumas,Purwokerto Timur,Juli,18.51,8.6,7,19.87,22.27,6.01
Jawa Tengah,Banyumas,Purwokerto Timur,Agustus,6.52,8.21,8,18.51,19.87,22.27
Jawa Tengah,Banyumas,Purwokerto Timur,September,5.65,21.65,9,6.52,18.51,19.87
Jawa Tengah,Banyumas,Purwokerto Timur,Oktober,14.31,23.56,10,5.65,6.52,18.51
Jawa Tengah,Banyumas,Purwokerto Timur,November,23.21,14.07,11,14.31,5.65,6.52
Jawa Tengah,Banyumas,Purwokerto Timur,Desember,16.52,3.56,12,23.21,14.31,5.65
Jawa Tengah,Banyumas,Purwokerto Utara,April,19.65,36.07,4,33.83,39.25,62.91
Jawa Tengah,Banyumas,Purwokerto Utara,Mei,21.31,52.83,5,19.65,33.83,39.25
Jawa Tengah,Banyumas,Purwokerto Utara,Juni,34.38,48.76,6,21.31,19.65,33.83
Jawa Tengah,Banyumas,Purwokerto Utara,Juli,60.52,26.71,7,34.38,21.31,19.65
Jawa Tengah,Banyumas,Purwokerto Utara,Agustus,28.12,12.39,8,60.52,34.38,21.31
Jawa Tengah,Banyumas,Purwokerto Utara,September,13.32,25.37,9,28.12,60.52,34.38
Jawa Tengah,Banyumas,Purwokerto Utara,Oktober,15.37,48.18,10,13.32,28.12,60.52
Jawa Tengah,Banyumas,Purwokerto Utara,November,44.59,51.55,11,15.37,13.32,28.12
Jawa Tengah,Banyumas,Purwokerto Utara,Desember,36.36,23.1,12,44.59,15.37,13.32
Jawa Tengah,Banyumas,Rawalo,April,102.78,1329.64,4,3.11,16.64,55.37
Jawa Tengah,Banyumas,Rawalo,Mei,1046.06,39.65,5,102.78,3.11,16.64
Jawa Tengah,Banyumas,Rawalo,Juni,259.67,12.98,6,1046.06,102.78,3.11
Jawa Tengah,Banyumas,Rawalo,Juli,58.23,54.3,7,259.67,1046.06,102.78
Jawa Tengah,Banyumas,Rawalo,Agustus,12.81,220.96,8,58.23,259.67,1046.06
Jawa Tengah,Banyumas,Rawalo,September,2.77,1016.84,9,12.81,58.23,259.67
Jawa Tengah,Banyumas,Rawalo,Oktober,79.67,152.46,10,2.77,12.81,58.23
Jawa Tengah,Banyumas,Rawalo,November,1163.6,25.66,11,79.67,2.77,12.81
Jawa Tengah,Banyumas,Rawalo,Desember,189.87,5.63,12,1163.6,79.67,2.77
Jawa Tengah,Banyumas,Sokaraja,April,15.14,919.64,4,6.5,22.8,338.9
Jawa Tengah,Banyumas,Sokaraja,Mei,538.18,316.77,5,15.14,6.5,22.8
Jawa Tengah,Banyumas,Sokaraja,Juni,655.96,15.64,6,538.18,15.14,6.5
Jawa Tengah,Banyumas,Sokaraja,Juli,83.6,8.44,7,655.96,538.18,15.14
Jawa Tengah,Banyumas,Sokaraja,Agustus,19.03,43.06,8,83.6,655.96,538.18
Jawa Tengah,Banyumas,Sokaraja,September,3.85,601.34,9,19.03,83.6,655.96
Jawa Tengah,Banyumas,Sokaraja,Oktober,34.2,593.93,10,3.85,19.03,83.6
Jawa Tengah,Banyumas,Sokaraja,November,493.03,61.09,11,34.2,3.85,19.03
Jawa Tengah,Banyumas,Sokaraja,Desember,567.13,4.94,12,493.03,34.2,3.85
Jawa Tengah,Banyumas,Somagede,April,15.69,382.94,4,4.37,11.2,88.17
Jawa Tengah,Banyumas,Somagede,Mei,323.43,59.14,5,15.69,4.37,11.2
Jawa Tengah,Banyumas,Somagede,Juni,95.04,8.67,6,323.43,15.69,4.37
Jawa Tengah,Banyumas,Somagede,Juli,26.03,7.28,7,95.04,323.43,15.69
Jawa Tengah,Banyumas,Somagede,Agustus,13.42,53.75,8,26.03,95.04,323.43
Jawa Tengah,Banyumas,Somagede,September,11.58,323.73,9,13.42,26.03,95.04
Jawa Tengah,Banyumas,Somagede,Oktober,11.13,64.31,10,11.58,13.42,26.03
Jawa Tengah,Banyumas,Somagede,November,256.2,22.07,11,11.13,11.58,13.42
Jawa Tengah,Banyumas,Somagede,Desember,152.21,7.28,12,256.2,11.13,11.58
Jawa Tengah,Banyumas,Sumbang,April,198.92,507.14,4,258.43,244.78,530.75
Jawa Tengah,Banyumas,Sumbang,Mei,382.85,423.02,5,198.92,258.43,244.78
Jawa Tengah,Banyumas,Sumbang,Juni,274.89,281.28,6,382.85,198.92,258.43
Jawa Tengah,Banyumas,Sumbang,Juli,309.86,234.98,7,274.89,382.85,198.92
Jawa Tengah,Banyumas,Sumbang,Agustus,233.78,203.57,8,309.86,274.89,382.85
Jawa Tengah,Banyumas,Sumbang,September,194.63,375.08,9,233.78,309.86,274.89
Jawa Tengah,Banyumas,Sumbang,Oktober,234.89,294.79,10,194.63,233.78,309.86
Jawa Tengah,Banyumas,Sumbang,November,308.26,301.36,11,234.89,194.63,233.78
Jawa Tengah,Banyumas,Sumbang,Desember,279.31,173.77,12,308.26,234.89,194.63
Jawa Tengah,Banyumas,Sumpiuh,April,2.54,1268.44,4,11.33,15.7,185.13
Jawa Tengah,Banyumas,Sumpiuh,Mei,649.02,175.58,5,2.54,11.33,15.7
Jawa Tengah,Banyumas,Sumpiuh,Juni,896.63,7.95,6,649.02,2.54,11.33
Jawa Tengah,Banyumas,Sumpiuh,Juli,29.58,8.82,7,896.63,649.02,2.54
Jawa Tengah,Banyumas,Sumpiuh,Agustus,12.22,23.98,8,29.58,896.63,649.02
Jawa Tengah,Banyumas,Sumpiuh,September,2.03,779.36,9,12.22,29.58,896.63
Jawa Tengah,Banyumas,Sumpiuh,Oktober,41.7,760.56,10,2.03,12.22,29.58
Jawa Tengah,Banyumas,Sumpiuh,November,788.46,21.81,11,41.7,2.03,12.22
Jawa Tengah,Banyumas,Sumpiuh,Desember,526.12,2.64,12,788.46,41.7,2.03
Jawa Tengah,Banyumas,Tambak,April,140.04,1447.98,4,12.32,15.42,116.32
Jawa Tengah,Banyumas,Tambak,Mei,984.26,98.04,5,140.04,12.32,15.42
Jawa Tengah,Banyumas,Tambak,Juni,604.97,8.92,6,984.26,140.04,12.32
Jawa Tengah,Banyumas,Tambak,Juli,23.63,23.51,7,604.97,984.26,140.04
Jawa Tengah,Banyumas,Tambak,Agustus,13.43,286.62,8,23.63,604.97,984.26
Jawa Tengah,Banyumas,Tambak,September,4.57,919.0,9,13.43,23.63,604.97
Jawa Tengah,Banyumas,Tambak,Oktober,88.0,519.74,10,4.57,13.43,23.63
Jawa Tengah,Banyumas,Tambak,November,1010.46,19.14,11,88.0,4.57,13.43
Jawa Tengah,Banyumas,Tambak,Desember,530.14,4.87,12,1010.46,88.0,4.57
Jawa Tengah,Banyumas,Wangon,April,175.51,1260.57,4,7.34,49.96,108.78
Jawa Tengah,Banyumas,Wangon,Mei,936.65,71.92,5,175.51,7.34,49.96
Jawa Tengah,Banyumas,Wangon,Juni,239.17,37.74,6,936.65,175.51,7.34
Jawa Tengah,Banyumas,Wangon,Juli,73.44,61.93,7,239.17,936.65,175.51
Jawa Tengah,Banyumas,Wangon,Agustus,33.89,271.62,8,73.44,239.17,936.65
Jawa Tengah,Banyumas,Wangon,September,9.54,874.6,9,33.89,73.44,239.17
Jawa Tengah,Banyumas,Wangon,Oktober,7.9,182.12,10,9.54,33.89,73.44
Jawa Tengah,Banyumas,Wangon,November,725.88,61.35,11,7.9,9.54,33.89
Jawa Tengah,Banyumas,Wangon,Desember,740.23,13.69,12,725.88,7.9,9.54
Jawa Tengah,Batang,Bandar,April,137.33,362.69,4,243.76,225.77,258.25
Jawa Tengah,Batang,Bandar,Mei,177.8,240.36,5,137.33,243.76,225.77
Jawa Tengah,Batang,Bandar,Juni,157.84,301.35,6,177.8,137.33,243.76
Jawa Tengah,Batang,Bandar,Juli,276.57,162.93,7,157.84,177.8,137.33
Jawa Tengah,Batang,Bandar,Agustus,304.49,113.14,8,276.57,157.84,177.8
Jawa Tengah,Batang,Bandar,September,341.23,158.11,9,304.49,276.57,157.84
Jawa Tengah,Batang,Bandar,Oktober,176.08,192.86,10,341.23,304.49,276.57
Jawa Tengah,Batang,Bandar,November,273.76,280.61,11,176.08,341.23,304.49
Jawa Tengah,Batang,Bandar,Desember,145.8,217.29,12,273.76,176.08,341.23
Jawa Tengah,Batang,Banyuputih,April,47.48,102.89,4,89.34,53.05,100.74
Jawa Tengah,Batang,Banyuputih,Mei,155.14,52.92,5,47.48,89.34,53.05
Jawa Tengah,Batang,Banyuputih,Juni,59.8,71.98,6,155.14,47.48,89.34
Jawa Tengah,Batang,Banyuputih,Juli,102.76,63.66,7,59.8,155.14,47.48
Jawa Tengah,Batang,Banyuputih,Agustus,44.05,62.62,8,102.76,59.8,155.14
Jawa Tengah,Batang,Banyuputih,September,88.5,141.0,9,44.05,102.76,59.8
Jawa Tengah,Batang,Banyuputih,Oktober,68.88,59.25,10,88.5,44.05,102.76
Jawa Tengah,Batang,Banyuputih,November,91.88,102.17,11,68.88,88.5,44.05
Jawa Tengah,Batang,Banyuputih,Desember,70.98,31.1,12,91.88,68.88,88.5
Jawa Tengah,Batang,Batang,April,21.03,369.74,4,14.88,22.78,483.23
Jawa Tengah,Batang,Batang,Mei,161.67,450.74,5,21.03,14.88,22.78
Jawa Tengah,Batang,Batang,Juni,436.85,28.18,6,161.67,21.03,14.88
Jawa Tengah,Batang,Batang,Juli,183.23,16.34,7,436.85,161.67,21.03
Jawa Tengah,Batang,Batang,Agustus,41.23,23.58,8,183.23,436.85,161.67
Jawa Tengah,Batang,Batang,September,19.35,192.52,9,41.23,183.23,436.85
Jawa Tengah,Batang,Batang,Oktober,20.78,444.37,10,19.35,41.23,183.23
Jawa Tengah,Batang,Batang,November,186.48,151.76,11,20.78,19.35,41.23
Jawa Tengah,Batang,Batang,Desember,289.94,25.28,12,186.48,20.78,19.35
Jawa Tengah,Batang,Bawang,April,58.98,315.08,4,180.12,368.64,291.67
Jawa Tengah,Batang,Bawang,Mei,46.1,298.49,5,58.98,180.12,368.64
Jawa Tengah,Batang,Bawang,Juni,80.53,387.53,6,46.1,58.98,180.12
Jawa Tengah,Batang,Bawang,Juli,362.72,75.64,7,80.53,46.1,58.98
Jawa Tengah,Batang,Bawang,Agustus,309.7,31.23,8,362.72,80.53,46.1
Jawa Tengah,Batang,Bawang,September,300.08,49.9,9,309.7,362.72,80.53
Jawa Tengah,Batang,Bawang,Oktober,71.79,136.1,10,300.08,309.7,362.72
Jawa Tengah,Batang,Bawang,November,93.91,418.19,11,71.79,300.08,309.7
Jawa Tengah,Batang,Bawang,Desember,103.3,247.18,12,93.91,71.79,300.08
Jawa Tengah,Batang,Blado,April,60.08,230.27,4,165.34,144.33,202.94
Jawa Tengah,Batang,Blado,Mei,98.32,192.23,5,60.08,165.34,144.33
Jawa Tengah,Batang,Blado,Juni,78.06,189.56,6,98.32,60.08,165.34
Jawa Tengah,Batang,Blado,Juli,181.39,93.27,7,78.06,98.32,60.08
Jawa Tengah,Batang,Blado,Agustus,198.38,53.14,8,181.39,78.06,98.32
Jawa Tengah,Batang,Blado,September,197.21,91.99,9,198.38,181.39,78.06
Jawa Tengah,Batang,Blado,Oktober,100.45,101.29,10,197.21,198.38,181.39
Jawa Tengah,Batang,Blado,November,143.36,187.29,11,100.45,197.21,198.38
Jawa Tengah,Batang,Blado,Desember,106.6,125.42,12,143.36,100.45,197.21
Jawa Tengah,Batang,Gringsing,April,168.94,376.83,4,91.45,40.99,89.91
Jawa Tengah,Batang,Gringsing,Mei,172.15,79.36,5,168.94,91.45,40.99
Jawa Tengah,Batang,Gringsing,Juni,830.6,67.37,6,172.15,168.94,91.45
Jawa Tengah,Batang,Gringsing,Juli,421.36,107.13,7,830.6,172.15,168.94
Jawa Tengah,Batang,Gringsing,Agustus,77.3,146.43,8,421.36,830.6,172.15
Jawa Tengah,Batang,Gringsing,September,113.42,177.24,9,77.3,421.36,830.6
Jawa Tengah,Batang,Gringsing,Oktober,131.03,942.48,10,113.42,77.3,421.36
Jawa Tengah,Batang,Gringsing,November,826.75,304.84,11,131.03,113.42,77.3
Jawa Tengah,Batang,Gringsing,Desember,535.94,60.55,12,826.75,131.03,113.42
Jawa Tengah,Batang,Kandeman,April,97.57,473.34,4,60.42,47.85,136.61
Jawa Tengah,Batang,Kandeman,Mei,438.58,88.62,5,97.57,60.42,47.85
Jawa Tengah,Batang,Kandeman,Juni,152.41,60.05,6,438.58,97.57,60.42
Jawa Tengah,Batang,Kandeman,Juli,48.79,76.52,7,152.41,438.58,97.57
Jawa Tengah,Batang,Kandeman,Agustus,78.81,114.19,8,48.79,152.41,438.58
Jawa Tengah,Batang,Kandeman,September,66.5,431.77,9,78.81,48.79,152.41
Jawa Tengah,Batang,Kandeman,Oktober,138.52,119.42,10,66.5,78.81,48.79
Jawa Tengah,Batang,Kandeman,November,195.52,50.23,11,138.52,66.5,78.81
Jawa Tengah,Batang,Kandeman,Desember,296.05,71.99,12,195.52,138.52,66.5
Jawa Tengah,Batang,Limpung,April,166.75,217.57,4,211.66,177.26,152.13
Jawa Tengah,Batang,Limpung,Mei,181.86,166.12,5,166.75,211.66,177.26
Jawa Tengah,Batang,Limpung,Juni,138.46,232.51,6,181.86,166.75,211.66
Jawa Tengah,Batang,Limpung,Juli,236.83,160.11,7,138.46,181.86,166.75
Jawa Tengah,Batang,Limpung,Agustus,188.44,137.14,8,236.83,138.46,181.86
Jawa Tengah,Batang,Limpung,September,265.8,167.61,9,188.44,236.83,138.46
Jawa Tengah,Batang,Limpung,Oktober,185.88,165.78,10,265.8,188.44,236.83
Jawa Tengah,Batang,Limpung,November,252.25,222.54,11,185.88,265.8,188.44
Jawa Tengah,Batang,Limpung,Desember,106.7,162.22,12,252.25,185.88,265.8
Jawa Tengah,Batang,Pecalungan,April,66.34,282.94,4,84.14,143.01,252.13
Jawa Tengah,Batang,Pecalungan,Mei,138.9,184.15,5,66.34,84.14,143.01
Jawa Tengah,Batang,Pecalungan,Juni,92.63,138.79,6,138.9,66.34,84.14
Jawa Tengah,Batang,Pecalungan,Juli,136.46,64.64,7,92.63,138.9,66.34
Jawa Tengah,Batang,Pecalungan,Agustus,149.49,72.74,8,136.46,92.63,138.9
Jawa Tengah,Batang,Pecalungan,September,148.64,132.56,9,149.49,136.46,92.63
Jawa Tengah,Batang,Pecalungan,Oktober,46.23,110.94,10,148.64,149.49,136.46
Jawa Tengah,Batang,Pecalungan,November,109.24,165.29,11,46.23,148.64,149.49
Jawa Tengah,Batang,Pecalungan,Desember,119.04,104.58,12,109.24,46.23,148.64
Jawa Tengah,Batang,Reban,April,61.99,248.56,4,147.39,252.29,225.06
Jawa Tengah,Batang,Reban,Mei,70.06,215.47,5,61.99,147.39,252.29
Jawa Tengah,Batang,Reban,Juni,64.83,272.04,6,70.06,61.99,147.39
Jawa Tengah,Batang,Reban,Juli,200.13,86.51,7,64.83,70.06,61.99
Jawa Tengah,Batang,Reban,Agustus,228.18,42.42,8,200.13,64.83,70.06
Jawa Tengah,Batang,Reban,September,216.16,67.12,9,228.18,200.13,64.83
Jawa Tengah,Batang,Reban,Oktober,76.18,104.69,10,216.16,228.18,200.13
Jawa Tengah,Batang,Reban,November,129.14,238.88,11,76.18,216.16,228.18
Jawa Tengah,Batang,Reban,Desember,83.78,167.63,12,129.14,76.18,216.16
Jawa Tengah,Batang,Subah,April,113.68,230.8,4,126.28,146.25,219.03
Jawa Tengah,Batang,Subah,Mei,197.04,167.15,5,113.68,126.28,146.25
Jawa Tengah,Batang,Subah,Juni,140.72,145.41,6,197.04,113.68,126.28
Jawa Tengah,Batang,Subah,Juli,144.59,113.81,7,140.72,197.04,113.68
Jawa Tengah,Batang,Subah,Agustus,151.75,142.94,8,144.59,140.72,197.04
Jawa Tengah,Batang,Subah,September,194.71,167.76,9,151.75,144.59,140.72
Jawa Tengah,Batang,Subah,Oktober,144.69,123.25,10,194.71,151.75,144.59
Jawa Tengah,Batang,Subah,November,193.36,152.86,11,144.69,194.71,151.75
Jawa Tengah,Batang,Subah,Desember,91.81,143.32,12,193.36,144.69,194.71
Jawa Tengah,Batang,Tersono,April,134.93,281.5,4,286.6,240.33,225.23
Jawa Tengah,Batang,Tersono,Mei,182.06,206.18,5,134.93,286.6,240.33
Jawa Tengah,Batang,Tersono,Juni,143.82,337.32,6,182.06,134.93,286.6
Jawa Tengah,Batang,Tersono,Juli,244.77,182.39,7,143.82,182.06,134.93
Jawa Tengah,Batang,Tersono,Agustus,226.89,149.1,8,244.77,143.82,182.06
Jawa Tengah,Batang,Tersono,September,323.01,151.64,9,226.89,244.77,143.82
Jawa Tengah,Batang,Tersono,Oktober,218.45,170.42,10,323.01,226.89,244.77
Jawa Tengah,Batang,Tersono,November,250.35,239.33,11,218.45,323.01,226.89
Jawa Tengah,Batang,Tersono,Desember,161.6,191.5,12,250.35,218.45,323.01
Jawa Tengah,Batang,Tulis,April,72.06,319.52,4,136.52,119.33,180.94
Jawa Tengah,Batang,Tulis,Mei,170.09,169.57,5,72.06,136.52,119.33
Jawa Tengah,Batang,Tulis,Juni,264.92,144.08,6,170.09,72.06,136.52
Jawa Tengah,Batang,Tulis,Juli,157.94,131.6,7,264.92,170.09,72.06
Jawa Tengah,Batang,Tulis,Agustus,159.27,69.46,8,157.94,264.92,170.09
Jawa Tengah,Batang,Tulis,September,115.56,204.35,9,159.27,157.94,264.92
Jawa Tengah,Batang,Tulis,Oktober,225.11,239.75,10,115.56,159.27,157.94
Jawa Tengah,Batang,Tulis,November,289.03,189.74,11,225.11,115.56,159.27
Jawa Tengah,Batang,Tulis,Desember,152.71,88.44,12,289.03,225.11,115.56
Jawa Tengah,Batang,Warungasem,April,33.23,377.86,4,38.3,59.72,301.93
Jawa Tengah,Batang,Warungasem,Mei,251.6,250.84,5,33.23,38.3,59.72
Jawa Tengah,Batang,Warungasem,Juni,307.69,52.15,6,251.6,33.23,38.3
Jawa Tengah,Batang,Warungasem,Juli,125.76,36.76,7,307.69,251.6,33.23
Jawa Tengah,Batang,Warungasem,Agustus,63.13,63.27,8,125.76,307.69,251.6
Jawa Tengah,Batang,Warungasem,September,73.01,271.84,9,63.13,125.76,307.69
Jawa Tengah,Batang,Warungasem,Oktober,58.46,292.89,10,73.01,63.13,125.76
Jawa Tengah,Batang,Warungasem,November,204.33,104.04,11,58.46,73.01,63.13
Jawa Tengah,Batang,Warungasem,Desember,334.56,49.04,12,204.33,58.46,73.01
Jawa Tengah,Batang,Wonotunggal,April,100.5,209.78,4,110.63,111.22,174.41
Jawa Tengah,Batang,Wonotunggal,Mei,140.27,132.0,5,100.5,110.63,111.22
Jawa Tengah,Batang,Wonotunggal,Juni,102.12,151.94,6,140.27,100.5,110.63
Jawa Tengah,Batang,Wonotunggal,Juli,164.1,96.46,7,102.12,140.27,100.5
Jawa Tengah,Batang,Wonotunggal,Agustus,155.14,87.78,8,164.1,102.12,140.27
Jawa Tengah,Batang,Wonotunggal,September,173.15,132.08,9,155.14,164.1,102.12
Jawa Tengah,Batang,Wonotunggal,Oktober,123.36,116.1,10,173.15,155.14,164.1
Jawa Tengah,Batang,Wonotunggal,November,193.03,164.38,11,123.36,173.15,155.14
Jawa Tengah,Batang,Wonotunggal,Desember,106.72,121.34,12,193.03,123.36,173.15
Jawa Tengah,Blora,Banjarejo,April,362.33,542.5,4,1208.84,293.27,881.99
Jawa Tengah,Blora,Banjarejo,Mei,56.35,807.06,5,362.33,1208.84,293.27
Jawa Tengah,Blora,Banjarejo,Juni,21.41,695.32,6,56.35,362.33,1208.84
Jawa Tengah,Blora,Banjarejo,Juli,971.86,1007.43,7,21.41,56.35,362.33
Jawa Tengah,Blora,Banjarejo,Agustus,854.27,156.36,8,971.86,21.41,56.35
Jawa Tengah,Blora,Banjarejo,September,133.14,64.89,9,854.27,971.86,21.41
Jawa Tengah,Blora,Banjarejo,Oktober,518.92,378.54,10,133.14,854.27,971.86
Jawa Tengah,Blora,Banjarejo,November,1201.64,1109.08,11,518.92,133.14,854.27
Jawa Tengah,Blora,Banjarejo,Desember,1131.96,365.13,12,1201.64,518.92,133.14
Jawa Tengah,Blora,Blora,April,548.8,568.36,4,660.17,191.2,693.69
Jawa Tengah,Blora,Blora,Mei,59.69,647.17,5,548.8,660.17,191.2
Jawa Tengah,Blora,Blora,Juni,20.54,330.22,6,59.69,548.8,660.17
Jawa Tengah,Blora,Blora,Juli,900.9,777.95,7,20.54,59.69,548.8
Jawa Tengah,Blora,Blora,Agustus,527.99,303.01,8,900.9,20.54,59.69
Jawa Tengah,Blora,Blora,September,182.06,60.18,9,527.99,900.9,20.54
Jawa Tengah,Blora,Blora,Oktober,86.69,164.28,10,182.06,527.99,900.9
Jawa Tengah,Blora,Blora,November,461.23,1073.86,11,86.69,182.06,527.99
Jawa Tengah,Blora,Blora,Desember,1908.01,213.93,12,461.23,86.69,182.06
Jawa Tengah,Blora,Bogorejo,April,332.62,136.94,4,605.09,369.18,376.14
Jawa Tengah,Blora,Bogorejo,Mei,103.08,352.3,5,332.62,605.09,369.18
Jawa Tengah,Blora,Bogorejo,Juni,17.44,634.75,6,103.08,332.62,605.09
Jawa Tengah,Blora,Bogorejo,Juli,231.35,451.25,7,17.44,103.08,332.62
Jawa Tengah,Blora,Bogorejo,Agustus,263.31,193.25,8,231.35,17.44,103.08
Jawa Tengah,Blora,Bogorejo,September,794.61,69.17,9,263.31,231.35,17.44
Jawa Tengah,Blora,Bogorejo,Oktober,604.36,30.63,10,794.61,263.31,231.35
Jawa Tengah,Blora,Bogorejo,November,126.53,320.39,11,604.36,794.61,263.31
Jawa Tengah,Blora,Bogorejo,Desember,588.86,341.73,12,126.53,604.36,794.61
Jawa Tengah,Blora,Cepu,April,350.17,501.54,4,848.81,199.2,578.94
Jawa Tengah,Blora,Cepu,Mei,415.19,420.33,5,350.17,848.81,199.2
Jawa Tengah,Blora,Cepu,Juni,205.41,746.09,6,415.19,350.17,848.81
